date,venue_name,set1,set2,set3,encore
06/15/2019,"Wrigley Field, Chicago, IL, USA","['Terrapin Station', 'Sugar Magnolia', 'Mr. Charlie', 'High Time', 'Friend of the Devil', 'Bertha', 'Mama Tried', 'Turn On Your Love Light']","['Spanish Jam', 'Scarlet Begonias', 'New Speedway Boogie', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Other One', 'Standing on the Moon', 'Sunshine Daydream']",[],"['Ripple', 'One More Saturday Night']"
06/14/2019,"Wrigley Field, Chicago, IL, USA","['The Other One', 'Mississippi Half-Step Uptown Toodeloo', 'To Lay Me Down', 'Brown-Eyed Women', 'Ramble On Rose', 'It Hurts Me Too', 'Bird Song', 'Jack Straw']","['China Cat Sunflower', 'I Know You Rider', 'Althea', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Days Between', 'Not Fade Away']",[],"[""Knockin' on Heaven's Door""]"
06/12/2019,"Ruoff Home Mortgage Music Center, Noblesville, IN, USA","['Cold Rain and Snow', 'Iko Iko', 'Minglewood Blues', 'Tennessee Jed', 'Sugaree', 'Looks Like Rain', 'Row Jimmy', 'Let It Grow']","['Fire on the Mountain', 'Lost Sailor', 'Saint of Circumstance', ""He's Gone"", ""Truckin'"", 'Smokestack Lightning', 'Drums', 'Space', 'All Along the Watchtower', 'Stella Blue', 'Going Down the Road Feeling Bad']",[],['Black Muddy River']
06/08/2019,"The Gorge Amphitheatre, George, WA, USA","['Bertha', 'Me and My Uncle', 'They Love Each Other', 'I Need a Miracle', 'Comes a Time', 'Throwing Stones', 'Terrapin Station']","['Playing in the Band', ""Uncle John's Band"", 'Deal', 'Viola Lee Blues', 'Drums', 'Space', 'The Wheel', ""A Hard Rain's A-Gonna Fall"", 'One More Saturday Night']",[],['Touch of Grey']
06/07/2019,"The Gorge Amphitheatre, George, WA, USA","['Feel Like a Stranger', 'Cumberland Blues', 'Dire Wolf', 'Loser', 'Loose Lucy', 'It Must Have Been the Roses', 'The Music Never Stopped']","['Here Comes Sunshine', 'Dark Star', 'Scarlet Begonias', 'China Doll', 'Eyes of the World', 'Drums', 'Space', 'Black Peter', 'Casey Jones']",[],['Ripple']
06/04/2019,"Hollywood Bowl, Los Angeles, CA, USA","['A Love Supreme', 'Shakedown Street', 'Friend of the Devil', 'Alabama Getaway', 'Ramble On Rose', 'Brown-Eyed Women', 'Cassidy', 'Fire on the Mountain']","['Estimated Prophet', ""Truckin'"", ""He's Gone"", 'St. Stephen', 'Turn On Your Love Light', 'Drums', 'Space', 'Standing on the Moon', 'U.S. Blues']",[],['Brokedown Palace']
06/03/2019,"Hollywood Bowl, Los Angeles, CA, USA","['Cold Rain and Snow', 'Hell in a Bucket', 'Easy Wind', 'Mississippi Half-Step Uptown Toodeloo', 'High Time', 'Jack Straw', 'Bird Song', ""Don't Ease Me In""]","['Iko Iko', 'New Speedway Boogie', 'Sugaree', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Stella Blue', 'Not Fade Away']",[],['Terrapin Station']
06/01/2019,"Shoreline Amphitheatre, Mountain View, CA, USA","['Bertha', ""Good Lovin'"", 'They Love Each Other', 'Big River', 'Mr. Charlie', 'Tennessee Jed', 'Lost Sailor', 'Saint of Circumstance']","['China Cat Sunflower', 'I Know You Rider', 'Row Jimmy', 'Deal', 'The Other One', 'Drums', 'Space', 'My Favorite Things', 'Morning Dew']",[],"[""Uncle John's Band"", 'Playing in the Band']"
05/31/2019,"Shoreline Amphitheatre, Mountain View, CA, USA","['Playing in the Band', 'Shakedown Street', 'Brown-Eyed Women', 'Mama Tried', 'Peggy-O', 'It Hurts Me Too', 'Black-Throated Wind', 'Casey Jones']","['Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'The Wheel', 'Wharf Rat', 'Sugar Magnolia']",[],['The Weight']
01/20/2019,"The Barceló, Riviera Maya, Mexico","['Sugar Magnolia', 'Bertha', ""Good Lovin'"", 'Brown-Eyed Women', 'Loser', 'Sugaree', 'U.S. Blues', 'Sunshine Daydream']","['Scarlet Begonias', 'Fire on the Mountain', 'Dark Star', 'Althea', 'Playing in the Band', 'Drums', 'Space', 'The Other One', 'Standing on the Moon', 'Casey Jones']",[],"['Eyes of the World', 'Werewolves of London']"
01/19/2019,"The Barceló, Riviera Maya, Mexico","['Deal', 'Hell in a Bucket', 'Cold Rain and Snow', 'Ramble On Rose', 'Alabama Getaway', 'Peggy-O', 'China Doll', 'One More Saturday Night']","['Estimated Prophet', ""He's Gone"", 'St. Stephen', 'The Eleven', 'Drums', 'Space', ""Uncle John's Band"", 'Morning Dew']",[],['Turn On Your Love Light']
01/17/2019,"The Barceló, Riviera Maya, Mexico","['Shakedown Street', 'Mr. Charlie', 'Jack Straw', 'Friend of the Devil', 'Here Comes Sunshine', 'New Speedway Boogie', 'Bird Song']","['China Cat Sunflower', 'Cumberland Blues', 'I Know You Rider', 'Terrapin Station', 'Drums', 'Space', 'Stella Blue', 'Help on the Way', 'Slipknot!', ""Franklin's Tower""]",[],['Ripple']
08/26/2018,"Infinity Downs Farm, Arrington, VA, USA","['Playing in the Band', ""Uncle John's Band"", 'Loser', 'Mr. Charlie', 'Tennessee Jed', 'Althea', 'Sugar Magnolia']","['Shakedown Street', 'Bird Song', 'Eyes of the World', 'Terrapin Station', 'Drums', 'Space', 'Morning Dew', 'Not Fade Away']",[],"['Brokedown Palace', 'U.S. Blues', 'Ripple']"
08/25/2018,"Infinity Downs Farm, Arrington, VA, USA","['Hell in a Bucket', 'Scarlet Begonias', 'Brown-Eyed Women', 'Ramble On Rose', 'Alabama Getaway', 'Cassidy', 'Deal']","['Help on the Way', 'Slipknot!', 'Fire on the Mountain', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'The Other One', 'Wharf Rat', ""Franklin's Tower""]",[],"['The Weight', 'One More Saturday Night']"
07/14/2018,"Folsom Field, Boulder, CO, USA","['China Cat Sunflower', 'I Know You Rider', 'Shakedown Street', 'Brown-Eyed Women', 'Althea', 'Cassidy', 'One More Saturday Night']","['Scarlet Begonias', ""Franklin's Tower"", 'Fire on the Mountain', ""He's Gone"", 'The Other One', 'Drums', 'Space', 'Days Between', 'Sugar Magnolia']",[],"[""Uncle John's Band"", 'Ripple']"
07/13/2018,"Folsom Field, Boulder, CO, USA","['Iko Iko', 'Cold Rain and Snow', 'Black-Throated Wind', 'Bertha', 'Greatest Story Ever Told', 'Comes a Time', 'Lost Sailor', 'Saint of Circumstance', 'Deal']","['The Weight', 'Terrapin Station', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'All Along the Watchtower', 'Black Peter', 'Throwing Stones']",[],"['Liberty', 'U.S. Blues']"
07/11/2018,"Isleta Amphitheater, Albuquerque, NM, USA","['Mississippi Half-Step Uptown Toodeloo', 'Crazy Fingers', 'Dire Wolf', 'Big River', 'They Love Each Other', 'West L.A. Fadeaway', 'The Music Never Stopped', 'Easy Answers']","['Here Comes Sunshine', ""Uncle John's Band"", 'Looks Like Rain', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Wheel', ""A Hard Rain's A-Gonna Fall"", ""Good Lovin'""]",[],['Johnny B. Goode']
07/08/2018,"Private Venue, Los Angeles, CA, USA","['Samson and Delilah', 'Brown-Eyed Women', 'When I Paint My Masterpiece', ""Franklin's Tower"", 'Shakedown Street', 'Touch of Grey']",[],[],[]
07/07/2018,"Dodger Stadium, Los Angeles, CA, USA","['Playing in the Band', 'Bertha', 'Jack Straw', 'Big Railroad Blues', 'Peggy-O', 'Ramble On Rose', 'Cumberland Blues', 'Deal']","['Sugar Magnolia', 'Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Eyes of the World', 'Drums', 'Space', 'Stella Blue', 'Sunshine Daydream']",[],"['Brokedown Palace', 'Not Fade Away']"
07/06/2018,"Mattress Firm Amphitheatre, Chula Vista, CA, USA","['Hell in a Bucket', 'Big Boss Man', 'Tennessee Jed', 'Row Jimmy', 'Friend of the Devil', 'Bird Song', 'Loose Lucy', 'Bird Song']","['Mr. Charlie', ""Truckin'"", 'New Speedway Boogie', 'Estimated Prophet', 'Shakedown Street', 'Drums', 'Space', 'I Need a Miracle', 'Dear Prudence', 'U.S. Blues']",[],"[""Knockin' on Heaven's Door""]"
07/03/2018,"Shoreline Amphitheatre, Mountain View, CA, USA","['Iko Iko', 'Alabama Getaway', 'Minglewood Blues', 'Brown-Eyed Women', 'Cassidy', 'Ship of Fools', 'Let It Grow']","['China Cat Sunflower', 'Althea', 'Viola Lee Blues', 'I Know You Rider', 'Drums', 'Space', 'The Other One', 'Days Between', 'Casey Jones']",[],['Ripple']
07/02/2018,"Shoreline Amphitheatre, Mountain View, CA, USA","['Feel Like a Stranger', 'Dancing in the Street', 'It Hurts Me Too', 'If I Had the World to Give', 'Corrina', 'They Love Each Other', 'Throwing Stones']","['Lost Sailor', 'Saint of Circumstance', ""He's Gone"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Other One', 'Wharf Rat', 'Not Fade Away']",[],['Touch of Grey']
06/30/2018,"Autzen Stadium, Eugene, OR, USA","['Deal', 'Me and My Uncle', 'Here Comes Sunshine', 'Black-Throated Wind', 'Cold Rain and Snow', 'Peggy-O', 'Sugaree', 'One More Saturday Night']","['Dark Star', 'El Paso', 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Morning Dew', 'Turn On Your Love Light']",[],['Brokedown Palace']
06/29/2018,"The Gorge Amphitheatre, George, WA, USA","['Mississippi Half-Step Uptown Toodeloo', 'Bertha', 'Tennessee Jed', 'Mr. Charlie', 'Loser', 'Crazy Fingers', 'Cumberland Blues']","['Playing in the Band', 'Eyes of the World', 'Comes a Time', 'Terrapin Station', 'Drums', 'Space', 'New Speedway Boogie', 'Black Peter']",[],['U.S. Blues']
06/23/2018,"Alpine Valley Music Theatre, East Troy, WI, USA","['The Music Never Stopped', 'Easy Answers', 'Alabama Getaway', 'Big River', 'Jack Straw', 'Black Muddy River', 'Friend of the Devil', 'Bird Song']","['The Weight', 'Shakedown Street', 'Althea', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'All Along the Watchtower', 'Standing on the Moon', 'Sugar Magnolia']",[],['One More Saturday Night']
06/22/2018,"Alpine Valley Music Theatre, East Troy, WI, USA","['Hell in a Bucket', 'Brown-Eyed Women', 'Greatest Story Ever Told', 'Deep Elem Blues', 'Even So', 'Ramble On Rose', 'Cassidy', 'Touch of Grey']","['Viola Lee Blues', 'Estimated Prophet', ""Uncle John's Band"", 'China Doll', 'Drums', 'Space', 'The Wheel', ""A Hard Rain's A-Gonna Fall"", 'Going Down the Road Feeling Bad']",[],['Ripple']
06/20/2018,"Blossom Music Center, Cuyahoga Falls, OH, USA","['Feel Like a Stranger', 'They Love Each Other', ""It's All Over Now"", 'Row Jimmy', 'West L.A. Fadeaway', 'Loose Lucy', 'Ship of Fools', 'Passenger']","['Lost Sailor', 'Saint of Circumstance', ""He's Gone"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'I Need a Miracle', 'Dear Prudence', 'Throwing Stones']",[],"[""Knockin' on Heaven's Door""]"
06/19/2018,"Darien Lake Performing Arts Center, Darien Center, NY, USA","['Cold Rain and Snow', 'Tennessee Jed', 'Dire Wolf', 'Queen Jane Approximately', 'If I Had the World to Give', 'Here Comes Sunshine', 'The Little Red Rooster', 'Let It Grow']","['Iko Iko', 'Dark Star', ""Truckin'"", 'Smokestack Lightning', 'Deal', 'Drums', 'Space', 'Wharf Rat', 'Casey Jones']",[],['Werewolves of London']
06/16/2018,"Citi Field, Queens, NY, USA","['Sugar Magnolia', 'Mississippi Half-Step Uptown Toodeloo', 'Peggy-O', 'Bertha', 'Comes a Time', 'Jack-A-Roe', 'Bird Song', 'New Speedway Boogie']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'St. Stephen', 'The Eleven', 'Drums', 'Space', 'Eyes of the World', 'Stella Blue', 'Sunshine Daydream']",[],['One More Saturday Night']
06/15/2018,"Citi Field, Queens, NY, USA","['Shakedown Street', 'Alabama Getaway', 'Loser', 'It Hurts Me Too', 'Me and My Uncle', 'Sugaree', 'The Music Never Stopped', 'Easy Answers']","['A Love Supreme', 'The Other One', 'Estimated Prophet', 'Althea', 'Terrapin Station', 'Drums', 'Space', 'Days Between', 'U.S. Blues']",[],['Going Down the Road Feeling Bad']
06/13/2018,"XFINITY Theatre, Hartford, CT, USA","['Hell in a Bucket', 'Next Time You See Me', 'Ramble On Rose', 'When I Paint My Masterpiece', 'Cumberland Blues', 'Black Muddy River', ""Don't Ease Me In""]","['Feel Like a Stranger', 'Viola Lee Blues', 'China Cat Sunflower', 'I Know You Rider', 'Man Smart, Woman Smarter', 'Drums', 'Space', 'Looks Like Rain', 'Not Fade Away']",[],['Brokedown Palace']
06/11/2018,"Saratoga Performing Arts Center, Saratoga Springs, NY, USA","['Jack Straw', 'Easy Wind', 'Friend of the Devil', 'Minglewood Blues', 'Ship of Fools', 'Corrina', 'Cassidy']","['The Weight', ""Truckin'"", ""He's Gone"", 'New Speedway Boogie', ""Uncle John's Band"", 'Drums', 'Space', 'Black Peter', ""Good Lovin'""]",[],['Touch of Grey']
06/09/2018,"Coastal Credit Union Music Park at Walnut Creek, Raleigh, NC, USA","['Cold Rain and Snow', 'Greatest Story Ever Told', 'Peggy-O', 'Mexicali Blues', 'Tennessee Jed', 'Bird Song', 'Bertha', 'Bird Song']","['Throwing Stones', 'Deal', 'Estimated Prophet', 'Playing in the Band', 'Drums', 'Space', 'The Wheel', 'Dear Prudence', 'One More Saturday Night']",[],['Ripple']
06/08/2018,"Cellairis Amphitheatre at Lakewood, Atlanta, GA, USA","['Iko Iko', 'I Need a Miracle', 'Alabama Getaway', 'Black-Throated Wind', 'West L.A. Fadeaway', 'Brown-Eyed Women', 'Lost Sailor', 'Saint of Circumstance']","['Here Comes Sunshine', 'Eyes of the World', 'Althea', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'All Along the Watchtower', 'Morning Dew']",[],['Johnny B. Goode']
06/06/2018,"Ruoff Home Mortgage Music Center, Noblesville, IN, USA","['The Other One', 'Dire Wolf', 'Feel Like a Stranger', 'Row Jimmy', 'Mississippi Half-Step Uptown Toodeloo', 'Comes a Time', 'Viola Lee Blues']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Terrapin Station', 'Drums', 'Space', 'Standing on the Moon', 'Sugar Magnolia']",[],['Casey Jones']
06/04/2018,"Riverbend Music Center, Cincinnati, OH, USA","[""Truckin'"", 'Big River', 'They Love Each Other', 'Friend of the Devil', 'If I Had the World to Give', 'Sugaree', 'New Speedway Boogie']","['Deal', ""He's Gone"", 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', ""A Hard Rain's A-Gonna Fall"", 'Going Down the Road Feeling Bad', 'U.S. Blues']",[],"[""Knockin' on Heaven's Door""]"
06/02/2018,"BB&T Pavilion, Camden, NJ, USA","['Hell in a Bucket', 'It Hurts Me Too', 'Cumberland Blues', 'Ship of Fools', 'Ramble On Rose', 'The Weight', 'The Music Never Stopped', 'Easy Answers']","['Playing in the Band', ""Uncle John's Band""]",[],[]
06/01/2018,"BB&T Pavilion, Camden, NJ, USA","['Jack Straw', 'Cold Rain and Snow', 'Deep Elem Blues', 'Jack-A-Roe', 'Loser', 'Bertha', 'Cassidy']","['Not Fade Away', 'Dark Star', 'St. Stephen', 'Black Muddy River', 'Drums', 'Space', 'The Wheel', 'Wharf Rat']",[],['Ripple']
05/30/2018,"Xfinity Center, Mansfield, MA, USA","['Shakedown Street', 'Alabama Getaway', ""It's All Over Now"", 'Brown-Eyed Women', 'Tennessee Jed', 'Bird Song', 'Loose Lucy']","['Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Stella Blue', 'Touch of Grey']",[],[]
02/27/2018,"Amway Center, Orlando, FL, USA","['St. Stephen', 'Hell in a Bucket', 'Next Time You See Me', 'Ramble On Rose', 'Row Jimmy', 'Loose Lucy', 'Brown-Eyed Women', 'The Wheel']","['China Cat Sunflower', 'I Know You Rider', 'Althea', 'Estimated Prophet', 'Terrapin Station', 'Drums', 'Space', 'Wharf Rat', 'Casey Jones']",[],['U.S. Blues']
02/26/2018,"BB&T Center, Sunrise, FL, USA","['Shakedown Street', 'Cassidy', 'Comes a Time', 'They Love Each Other', 'Bird Song', 'New Speedway Boogie', 'Deal']","['The Weight', 'Help on the Way', 'Slipknot!', 'Eyes of the World', 'Dark Star', 'Drums', 'Space', 'Days Between', 'Throwing Stones']",[],['Touch of Grey']
02/24/2018,"Smoothie King Center, New Orleans, LA, USA","['Feel Like a Stranger', 'The Music Never Stopped', 'Cold Rain and Snow', 'Peggy-O', 'Friend of the Devil', 'Smokestack Lightning', 'Bertha', 'Sugaree']","['Scarlet Begonias', 'Fire on the Mountain', ""Truckin'"", 'Ship of Fools', ""Uncle John's Band"", 'Drums', 'Space', 'Stella Blue', 'One More Saturday Night']",[],['Werewolves of London']
02/18/2018,"The Barceló, Riviera Maya, Mexico","['Samson and Delilah', 'Mississippi Half-Step Uptown Toodeloo', 'They Love Each Other', 'Greatest Story Ever Told', 'If I Had the World to Give', 'Ramble On Rose', 'Bird Song']","['St. Stephen', ""Franklin's Tower"", 'U.S. Blues', 'Terrapin Station', 'Drums', 'Space', 'The Other One', 'Morning Dew', 'Not Fade Away']",[],"['Brokedown Palace', 'Playing in the Band']"
02/17/2018,"The Barceló, Riviera Maya, Mexico","['Shakedown Street', 'Cold Rain and Snow', 'Loser', 'Jack Straw', 'Easy Wind', 'Tennessee Jed', 'Sugaree', 'Ripple']","['Viola Lee Blues', 'China Cat Sunflower', 'I Know You Rider', 'Comes a Time', 'Deal', 'Drums', 'Space', 'Standing on the Moon', 'The Wheel', 'Sugar Magnolia']",[],['One More Saturday Night']
02/15/2018,"The Barceló, Riviera Maya, Mexico","['Playing in the Band', 'Me and My Uncle', ""He's Gone"", 'Cassidy', 'Brown-Eyed Women', 'Bertha', ""Good Lovin'"", 'La bamba']","['Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Looks Like Rain', 'I Need a Miracle', 'Casey Jones']",[],['The Weight']
12/02/2017,"Frank Erwin Center, Austin, TX, USA","['Jack Straw', 'Cold Rain and Snow', 'Minglewood Blues', 'Next Time You See Me', 'Ramble On Rose', 'If I Had the World to Give', 'Sugaree']","['China Cat Sunflower', 'I Know You Rider', 'Dark Star', 'The Other One', 'Drums', 'Space', ""Uncle John's Band"", 'St. Stephen', 'Morning Dew']",[],['One More Saturday Night']
12/01/2017,"American Airlines Center, Dallas, TX, USA","['Shakedown Street', 'Brown-Eyed Women', 'Deep Elem Blues', 'Friend of the Devil', 'El Paso', 'They Love Each Other', 'The Music Never Stopped', 'Easy Answers']","['Here Comes Sunshine', 'Scarlet Begonias', 'Fire on the Mountain', 'Eyes of the World', 'Drums', 'Space', 'Dear Prudence', 'The Wheel', 'Casey Jones']",[],"[""Knockin' on Heaven's Door""]"
11/29/2017,"Philips Arena, Atlanta, GA, USA","[""Truckin'"", 'Smokestack Lightning', 'Feel Like a Stranger', 'Dire Wolf', 'Loser', 'Cassidy', 'Bird Song', 'Deal']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Comes a Time', 'Viola Lee Blues', 'Drums', 'Space', 'Wharf Rat', 'Throwing Stones', 'U.S. Blues']",[],['Brokedown Palace']
11/28/2017,"Spectrum Center, Charlotte, NC, USA","['Hell in a Bucket', 'Bertha', 'Peggy-O', 'When I Paint My Masterpiece', 'Greatest Story Ever Told', 'Ship of Fools', 'Mississippi Half-Step Uptown Toodeloo', 'Let It Grow']","['The Weight', 'Playing in the Band', ""Uncle John's Band"", 'Terrapin Station', 'Drums', 'Space', 'Standing on the Moon', 'I Need a Miracle', 'Going Down the Road Feeling Bad']",[],['Black Muddy River']
11/25/2017,"Nationwide Arena, Columbus, OH, USA","['Cold Rain and Snow', 'The Music Never Stopped', 'Row Jimmy', 'Me and My Uncle', 'Cumberland Blues', 'Althea', 'One More Saturday Night']","['St. Stephen', ""He's Gone"", 'China Cat Sunflower', 'If I Had the World to Give', 'I Know You Rider', 'Drums', 'Space', 'Stella Blue', 'All Along the Watchtower', 'Sugar Magnolia']",[],['Ripple']
11/24/2017,"Little Caesars Arena, Detroit, MI, USA","['Dancing in the Street', 'Jack Straw', 'Brown-Eyed Women', 'Ramble On Rose', 'Deep Elem Blues', 'Beat It on Down the Line', 'Sugaree']","['New Speedway Boogie', 'Dark Star', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', ""A Hard Rain's A-Gonna Fall"", 'The Wheel', 'Not Fade Away']",[],['Casey Jones']
11/22/2017,"XL Center, Hartford, CT, USA","['Iko Iko', 'Shakedown Street', 'They Love Each Other', 'Loose Lucy', 'Friend of the Devil', 'Bird Song']","['Estimated Prophet', 'Eyes of the World', 'China Doll', 'The Other One', 'Drums', 'Space', 'Spanish Jam', 'Black Peter', ""Uncle John's Band"", 'U.S. Blues']",[],"[""Knockin' on Heaven's Door""]"
11/21/2017,"Capital One Arena, Washington, DC, USA","['Feel Like a Stranger', 'Bertha', 'Black-Throated Wind', 'Tennessee Jed', 'Ship of Fools', 'Cassidy', 'Deal']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Looks Like Rain', 'Terrapin Station', 'Drums', 'Space', 'Days Between', 'Throwing Stones']",[],['Touch of Grey']
11/19/2017,"TD Garden, Boston, MA, USA","['Samson and Delilah', 'Dire Wolf', 'Cold Rain and Snow', 'Loser', 'Corrina', 'Here Comes Sunshine', 'Greatest Story Ever Told']","['China Cat Sunflower', 'I Know You Rider', 'Comes a Time', 'Playing in the Band', 'Drums', 'Space', 'Morning Dew', 'I Need a Miracle', 'Casey Jones']",[],['Brokedown Palace']
11/17/2017,"TD Garden, Boston, MA, USA","['Jack Straw', 'New Speedway Boogie', 'Althea', 'Mississippi Half-Step Uptown Toodeloo', 'Big River', 'Sugaree', 'The Music Never Stopped']","['Scarlet Begonias', 'Fire on the Mountain', ""He's Gone"", 'Viola Lee Blues', 'Drums', 'Space', 'Milestones', 'Wharf Rat', 'The Wheel', 'Sugar Magnolia']",[],['Ripple']
11/16/2017,"Wells Fargo Center, Philadelphia, PA, USA","['Dancing in the Street', 'Ramble On Rose', 'Row Jimmy', 'Friend of the Devil', 'Minglewood Blues', 'West L.A. Fadeaway', 'Let It Grow']","['Dark Star', ""Truckin'"", 'Smokestack Lightning', 'Deal', 'Eyes of the World', 'Drums', 'Space', 'Dear Prudence', ""Uncle John's Band"", 'Going Down the Road Feeling Bad']",[],['Black Muddy River']
11/14/2017,"Madison Square Garden, New York, NY, USA","['Hell in a Bucket', 'Cold Rain and Snow', 'Me and My Uncle', 'Brown-Eyed Women', 'Tennessee Jed', 'Bird Song', 'Man Smart, Woman Smarter']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'China Doll', 'Estimated Prophet', 'Drums', 'Space', 'A Love Supreme', 'Stella Blue', 'St. Stephen', 'Not Fade Away']",[],['U.S. Blues']
11/13/2017,"Late Show With Stephen Colbert, New York, NY, USA","[""Uncle John's Band""]",[],[],[]
11/12/2017,"Madison Square Garden, New York, NY, USA","['Shakedown Street', 'Greatest Story Ever Told', 'Bertha', 'Cassidy', 'Beat It on Down the Line', 'They Love Each Other', 'Cumberland Blues']","['China Cat Sunflower', 'I Know You Rider', 'Ship of Fools', 'Terrapin Station', 'Drums', 'Space', 'Standing on the Moon', 'The Other One', 'Casey Jones']",[],"['Samson and Delilah', 'Werewolves of London']"
11/09/2017,"AT&T Park, San Francisco, CA, USA","['Deal', 'Scarlet Begonias', 'Fire on the Mountain', 'Not Fade Away', 'Touch of Grey']",[],[],[]
07/01/2017,"Wrigley Field, Chicago, IL, USA","['Cold Rain and Snow', 'Jack Straw', 'Tennessee Jed', 'Ship of Fools', 'Dark Star', 'Friend of the Devil', 'Althea', 'Casey Jones']","['Sugar Magnolia', 'Dancing in the Street', 'Playing in the Band', 'Comes a Time', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Other One', 'Days Between', 'Not Fade Away']",[],"['Brokedown Palace', 'Sunshine Daydream']"
06/30/2017,"Wrigley Field, Chicago, IL, USA","['The Music Never Stopped', 'Bertha', 'Me and My Uncle', 'Sugaree', 'Let It Grow', ""Uncle John's Band""]","['Shakedown Street', 'Dark Star', 'St. Stephen', 'China Doll', 'Terrapin Station', 'Drums', 'Space', 'Standing on the Moon', 'Help on the Way', 'Slipknot!', ""Franklin's Tower""]",[],"['Ripple', 'U.S. Blues']"
06/28/2017,"Blossom Music Center, Cuyahoga Falls, OH, USA","['Hell in a Bucket', 'Mississippi Half-Step Uptown Toodeloo', 'Black-Throated Wind', 'Row Jimmy', 'Big River', 'Cassidy', 'Big Railroad Blues']","['China Cat Sunflower', 'I Know You Rider', ""He's Gone"", ""Truckin'"", 'Drums', 'Space', 'I Need a Miracle', 'Wharf Rat', ""Good Lovin'""]",[],['Black Muddy River']
