date,venue_name,set1,set2,set3,encore
06/25/2017,"BB&T Pavilion, Camden, NJ, USA","['Feel Like a Stranger', 'Brown-Eyed Women', 'Ramble On Rose', 'They Love Each Other', 'The Little Red Rooster', 'Big Boss Man', 'Cumberland Blues', 'Casey Jones']","['Iko Iko', 'Deal', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'The Wheel', 'Stella Blue', 'Sugar Magnolia']",[],['Brokedown Palace']
06/24/2017,"Citi Field, Queens, NY, USA","['Dancing in the Street', 'Jack Straw', 'Here Comes Sunshine', 'Tennessee Jed', 'Cold Rain and Snow', 'Bird Song', 'One More Saturday Night']","['Scarlet Begonias', 'Viola Lee Blues', 'Estimated Prophet', 'Comes a Time', 'Eyes of the World', 'Drums', 'Space', 'The Other One', 'Morning Dew']",[],"['Touch of Grey', 'Johnny B. Goode']"
06/22/2017,"Jiffy Lube Live, Bristow, VA, USA","['Shakedown Street', ""Uncle John's Band"", 'Minglewood Blues', 'Althea', 'Peggy-O', 'Bertha', 'Man Smart, Woman Smarter']","['Playing in the Band', 'New Speedway Boogie', ""He's Gone"", 'Fire on the Mountain', 'Drums', 'Space', ""A Hard Rain's A-Gonna Fall"", 'Throwing Stones', 'U.S. Blues']",[],['Liberty']
06/20/2017,"Saratoga Performing Arts Center, Saratoga Springs, NY, USA","['Hell in a Bucket', 'Next Time You See Me', 'Loose Lucy', 'Mississippi Half-Step Uptown Toodeloo', 'Looks Like Rain', 'Dire Wolf', 'Lost Sailor', 'Saint of Circumstance']","['China Cat Sunflower', 'Deal', 'China Doll', 'Terrapin Station', 'Drums', 'Space', 'All Along the Watchtower', 'Black Peter', 'I Know You Rider']",[],['Going Down the Road Feeling Bad']
06/18/2017,"Fenway Park, Boston, MA, USA","['Samson and Delilah', 'Brown-Eyed Women', 'Big River', 'Candyman', 'Let It Grow', 'Friend of the Devil', 'Dark Star', 'Ripple']","[""Truckin'"", 'Fire on the Mountain', 'St. Stephen', 'Drums', 'Space', 'Days Between', 'Not Fade Away']",[],['Brokedown Palace']
06/17/2017,"Fenway Park, Boston, MA, USA","['The Music Never Stopped', 'Cold Rain and Snow', 'Me and My Uncle', 'Big Boss Man', 'Ramble On Rose', 'Sugaree', 'Passenger']","['Dancing in the Street', 'Help on the Way', 'Slipknot!', 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'I Need a Miracle', 'Standing on the Moon', ""Franklin's Tower""]",[],"['Black Muddy River', 'One More Saturday Night']"
06/15/2017,"KeyBank Pavilion, Burgettstown, PA, USA","['Feel Like a Stranger', 'Easy Wind', 'Cassidy', 'West L.A. Fadeaway', 'Row Jimmy', 'Cumberland Blues', 'Throwing Stones']","['Jack Straw', 'Viola Lee Blues', ""He's Gone"", 'The Wheel', 'The Other One', 'Drums', 'Space', 'Wharf Rat', 'Casey Jones']",[],['Liberty']
06/13/2017,"Lakewood Amphitheatre, Atlanta, GA, USA","['Scarlet Begonias', 'Shakedown Street', 'Dire Wolf', 'Tennessee Jed', 'They Love Each Other', 'Black-Throated Wind', 'Mississippi Half-Step Uptown Toodeloo']","['Here Comes Sunshine', 'Playing in the Band', ""Uncle John's Band"", 'Terrapin Station', 'Drums', 'Space', 'Milestones', 'Days Between', 'Sugar Magnolia']",[],"[""Knockin' on Heaven's Door""]"
06/10/2017,"Folsom Field, Boulder, CO, USA","[""Truckin'"", 'Smokestack Lightning', 'Spoonful', 'Bertha', 'Ramble On Rose', 'Friend of the Devil', 'Loser', 'Brown-Eyed Women', 'Turn On Your Love Light']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'China Doll', 'Dark Star', 'Drums', 'Space', 'Stella Blue', 'China Cat Sunflower', 'I Know You Rider']",[],['One More Saturday Night']
06/09/2017,"Folsom Field, Boulder, CO, USA","['Dancing in the Street', 'Cold Rain and Snow', 'Hell in a Bucket', 'Big River', 'Althea', 'New Speedway Boogie', 'The Music Never Stopped', 'Ripple']","['St. Stephen', 'Estimated Prophet', 'Eyes of the World', 'Deal', 'Let It Grow', 'Drums', 'Space', 'The Other One', 'Morning Dew']",[],['Touch of Grey']
06/07/2017,"USANA Amphitheatre, West Valley City, UT, USA","['Feel Like a Stranger', 'I Need a Miracle', 'Wang Dang Doodle', 'Row Jimmy', 'When I Paint My Masterpiece', 'Jack Straw', 'Big Boss Man', 'Sugaree', 'Promised Land']","['Lost Sailor', 'Saint of Circumstance', ""He's Gone"", 'Crazy Fingers', 'Shakedown Street', 'Drums', 'Space', 'Standing on the Moon', 'Going Down the Road Feeling Bad']",[],['U.S. Blues']
06/04/2017,"Shoreline Amphitheatre, Mountain View, CA, USA","['Samson and Delilah', 'Brown-Eyed Women', 'El Paso', 'They Love Each Other', 'Cassidy', 'Bird Song', ""Don't Ease Me In""]","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Other One', ""A Hard Rain's A-Gonna Fall"", 'Casey Jones']",[],['Brokedown Palace']
06/03/2017,"Shoreline Amphitheatre, Mountain View, CA, USA","['Playing in the Band', 'Viola Lee Blues', 'Tennessee Jed', 'Here Comes Sunshine', 'Candyman', 'Me and My Uncle', 'Friend of the Devil', 'One More Saturday Night']","['China Cat Sunflower', 'I Know You Rider', 'China Doll', 'Eyes of the World', 'Deal', 'Drums', 'Space', 'The Wheel', 'Looks Like Rain', ""Good Lovin'""]",[],['Black Muddy River']
06/01/2017,"Hollywood Bowl, Los Angeles, CA, USA","['Hell in a Bucket', 'Next Time You See Me', 'West L.A. Fadeaway', 'Mississippi Half-Step Uptown Toodeloo', 'The Little Red Rooster', ""Uncle John's Band"", 'New Speedway Boogie', 'U.S. Blues']","['Estimated Prophet', 'St. Stephen', 'Terrapin Station', 'Dark Star', 'Drums', 'Space', 'Morning Dew']",[],['Not Fade Away']
05/31/2017,"Hollywood Bowl, Los Angeles, CA, USA","['Shakedown Street', 'Cold Rain and Snow', 'Black-Throated Wind', 'Ramble On Rose', 'Cumberland Blues', 'Althea', 'Promised Land']","[""Truckin'"", ""He's Gone"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Stella Blue', 'Sugar Magnolia']",[],['Ripple']
05/28/2017,"Ak-Chin Pavilion, Phoenix, AZ, USA","['Feel Like a Stranger', 'Bertha', 'Minglewood Blues', 'Cassidy', 'Peggy-O', 'Loose Lucy', 'Sugaree', 'Samson and Delilah']","['Lost Sailor', 'Saint of Circumstance', 'Crazy Fingers', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Dear Prudence', 'Casey Jones']",[],['Touch of Grey']
05/27/2017,"MGM Grand Garden Arena, Las Vegas, NV, USA","['The Music Never Stopped', 'Dire Wolf', 'Jack Straw', 'Loser', 'Friend of the Devil', 'Brown-Eyed Women', 'Bird Song']","['Playing in the Band', 'Deal', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'The Other One', 'Black Peter', 'One More Saturday Night']",[],"[""Knockin' on Heaven's Door""]"
07/30/2016,"Shoreline Amphitheatre, Mountain View, CA, USA","['Help on the Way', 'Slipknot!', 'Shakedown Street', 'Cassidy', 'Standing on the Moon', 'Me and My Uncle', 'Brown-Eyed Women', ""Franklin's Tower""]","['Dark Star', 'St. Stephen', 'Eyes of the World', 'Terrapin Station', 'Drums', 'Space', 'Days Between', 'Not Fade Away']",[],"['U.S. Blues', 'Brokedown Palace']"
07/29/2016,"Toyota Amphitheatre, Wheatland, CA, USA","[""Uncle John's Band"", 'Tennessee Jed', 'Easy Wind', 'Ramble On Rose', 'Row Jimmy', 'Loser', 'Touch of Grey']","['Lost Sailor', 'Saint of Circumstance', ""He's Gone"", 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'New Speedway Boogie', 'Morning Dew', 'Casey Jones']",[],['Ripple']
07/27/2016,"Sleep Train Amphitheatre, Chula Vista, CA, USA","['Iko Iko', 'Minglewood Blues', 'Candyman', 'Big River', 'Friend of the Devil', 'Even So', 'Sugaree', 'The Music Never Stopped']","[""Truckin'"", 'Althea', 'Estimated Prophet', 'Playing in the Band', 'Drums', 'Space', 'Going Down the Road Feeling Bad', ""A Hard Rain's A-Gonna Fall"", 'Throwing Stones']",[],['Black Muddy River']
07/26/2016,"Irvine Meadows Amphitheatre, Irvine, CA, USA","['Cold Rain and Snow', 'Jack Straw', 'Bertha', 'Black-Throated Wind', 'Loose Lucy', 'Big Boss Man', 'Mississippi Half-Step Uptown Toodeloo']","['Deal', 'Scarlet Begonias', 'Fire on the Mountain', 'Dark Star', 'Drums', 'Space', 'The Other One', 'Stella Blue', 'U.S. Blues']",[],"['Brokedown Palace', 'Johnny B. Goode']"
07/23/2016,"The Gorge Amphitheatre, George, WA, USA","['Touch of Grey', 'Hell in a Bucket', 'Dire Wolf', 'When I Paint My Masterpiece', 'Cassidy', 'Brown-Eyed Women', 'Ramble On Rose', 'Next Time You See Me', 'One More Saturday Night']","['Eyes of the World', 'New Speedway Boogie', 'Cumberland Blues', 'Shakedown Street', ""Uncle John's Band"", 'Drums', 'Space', 'Wharf Rat', 'Casey Jones']",[],"[""Knockin' on Heaven's Door""]"
07/22/2016,"Moda Center, Portland, OR, USA","['Feel Like a Stranger', 'Easy Wind', 'Me and My Uncle', 'Tennessee Jed', 'West L.A. Fadeaway', 'Lost Sailor', 'Saint of Circumstance', ""Don't Ease Me In""]","['Here Comes Sunshine', 'China Cat Sunflower', 'I Know You Rider', 'Viola Lee Blues', 'Drums', 'Space', 'Dear Prudence', 'The Wheel']",[],"['Sugar Magnolia', 'Ripple']"
07/16/2016,"Fenway Park, Boston, MA, USA","[""Truckin'"", 'Big River', 'They Love Each Other', 'Deal', 'Bird Song', 'Passenger', 'Going Down the Road Feeling Bad']","['Playing in the Band', 'Estimated Prophet', ""He's Gone"", 'Sugaree', 'Fire on the Mountain', 'Drums', 'Space', 'Days Between', 'Not Fade Away']",[],['One More Saturday Night']
07/15/2016,"Fenway Park, Boston, MA, USA","['Jack Straw', 'The Music Never Stopped', 'Next Time You See Me', 'Loser', 'Peggy-O', 'Help on the Way', 'Slipknot!', ""Franklin's Tower""]","['St. Stephen', 'Dark Star', 'Terrapin Station', 'Drums', 'Space', 'Morning Dew', 'Casey Jones']",[],"['Black Muddy River', 'U.S. Blues']"
07/13/2016,"First Niagara Pavilion, Burgettstown, PA, USA","['Hell in a Bucket', 'Bertha', 'Liberty', ""Maggie's Farm"", 'Cold Rain and Snow', 'Looks Like Rain', 'Row Jimmy', 'Throwing Stones']","['Shakedown Street', ""Uncle John's Band"", 'All Along the Watchtower', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Black Peter', 'Johnny B. Goode']",[],['In the Midnight Hour']
07/10/2016,"Alpine Valley Music Theatre, East Troy, WI, USA","['Samson and Delilah', 'Mississippi Half-Step Uptown Toodeloo', 'Loose Lucy', 'Standing on the Moon', 'Crazy Fingers', 'Althea', 'Going Down the Road Feeling Bad']","['Sugar Magnolia', 'Viola Lee Blues', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Wharf Rat', 'Sunshine Daydream']",[],"['Ripple', 'Touch of Grey']"
07/09/2016,"Alpine Valley Music Theatre, East Troy, WI, USA","['Cassidy', 'Brown-Eyed Women', 'I Need a Miracle', 'Dire Wolf', 'Ramble On Rose', 'Box of Rain', 'The Music Never Stopped']","['Deal', 'Eyes of the World', 'St. Stephen', 'The Other One', 'Drums', 'Space', ""A Hard Rain's A-Gonna Fall"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'One More Saturday Night']",[],"[""Knockin' on Heaven's Door""]"
07/07/2016,"DTE Energy Music Theatre, Clarkston, MI, USA","['Jack Straw', 'Big Boss Man', 'When I Paint My Masterpiece', 'Friend of the Devil', 'Minglewood Blues', 'Sugaree', ""Don't Ease Me In""]","['Playing in the Band', 'Estimated Prophet', 'Cumberland Blues', ""Truckin'"", 'Drums', 'Space', 'The Wheel', 'Dear Prudence', 'Casey Jones']",[],['Johnny B. Goode']
07/03/2016,"Folsom Field, Boulder, CO, USA","['Feel Like a Stranger', 'Next Time You See Me', 'Samson and Delilah', 'West L.A. Fadeaway', 'Bird Song', 'New Speedway Boogie']","['China Cat Sunflower', 'I Know You Rider', ""He's Gone"", 'Smokestack Lightning', 'Let It Grow', 'Drums', 'Space', 'Dark Star', 'Morning Dew']",[],"['Brokedown Palace', 'U.S. Blues']"
07/02/2016,"Folsom Field, Boulder, CO, USA","['Bertha', ""Good Lovin'"", 'Tennessee Jed', 'Cold Rain and Snow', 'Even So', ""Uncle John's Band"", 'One More Saturday Night']","['Scarlet Begonias', 'Fire on the Mountain', 'Saint of Circumstance', 'Terrapin Station', 'Drums', 'Space', 'Stella Blue', 'Throwing Stones', 'Not Fade Away']",[],['Black Muddy River']
06/28/2016,"XFINITY Theatre, Hartford, CT, USA","['Hell in a Bucket', 'Cold Rain and Snow', 'Queen Jane Approximately', 'Big River', 'Row Jimmy', 'Mississippi Half-Step Uptown Toodeloo', 'Cumberland Blues']","['Estimated Prophet', 'Eyes of the World', 'Deal', 'Viola Lee Blues', 'Drums', 'Space', 'The Wheel', 'Black Peter', 'U.S. Blues']",[],['Touch of Grey']
06/26/2016,"Citi Field, Queens, NY, USA","['St. Stephen', 'The Music Never Stopped', 'Bertha', 'Black-Throated Wind', 'Peggy-O', 'Box of Rain', 'Going Down the Road Feeling Bad']","[""Truckin'"", ""He's Gone"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Days Between', 'China Cat Sunflower', 'I Know You Rider']",[],['Samson and Delilah']
06/25/2016,"Citi Field, Queens, NY, USA","['Shakedown Street', 'Jack Straw', 'Althea', 'Loose Lucy', 'Ramble On Rose', 'Sugaree', 'Passenger', 'Casey Jones']","['Dark Star', 'Friend of the Devil', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Other One', 'Wharf Rat', 'Throwing Stones']",[],"['Ripple', 'One More Saturday Night']"
06/23/2016,"Jiffy Lube Live, Bristow, VA, USA","['Cold Rain and Snow', 'New Speedway Boogie', 'El Paso', 'They Love Each Other', 'Candyman', 'Bird Song', ""Don't Ease Me In""]","['Lost Sailor', 'Saint of Circumstance', 'Viola Lee Blues', 'Terrapin Station', 'Drums', 'Space', 'Dear Prudence', 'Sugar Magnolia']",[],['Black Muddy River']
06/21/2016,"Saratoga Performing Arts Center, Saratoga Springs, NY, USA","['Feel Like a Stranger', 'Here Comes Sunshine', 'Brown-Eyed Women', 'Loser', 'The Little Red Rooster', 'Cassidy', 'Deal']","['Iko Iko', 'Estimated Prophet', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', ""Uncle John's Band"", 'Days Between', ""Good Lovin'""]",[],"['Brokedown Palace', 'Johnny B. Goode']"
06/20/2016,"BB&T Pavilion, Camden, NJ, USA","['Bertha', 'Shakedown Street', 'West L.A. Fadeaway', 'Row Jimmy', 'Crazy Fingers', 'I Need a Miracle', 'Big Railroad Blues']","['Playing in the Band', 'The Wheel', 'Eyes of the World', 'Standing on the Moon', 'Let It Grow', 'Drums', 'Space', 'All Along the Watchtower', 'Morning Dew', 'Not Fade Away']",[],['Ripple']
06/17/2016,"Klipsch Music Center, Noblesville, IN, USA","['Minglewood Blues', 'Cumberland Blues', 'Ramble On Rose', 'Black-Throated Wind', 'Althea', 'Lost Sailor', 'Saint of Circumstance']","['Dark Star', ""A Hard Rain's A-Gonna Fall"", ""He's Gone"", 'New Speedway Boogie', 'St. Stephen', 'Drums', 'Space', 'Looks Like Rain', 'Going Down the Road Feeling Bad']",[],['Black Muddy River']
06/16/2016,"Riverbend Music Center, Cincinnati, OH, USA","['Hell in a Bucket', 'Brown-Eyed Women', 'Me and My Uncle', 'Big River', 'Sugaree', 'Jack Straw', 'Mississippi Half-Step Uptown Toodeloo']","['Box of Rain', 'Viola Lee Blues', ""Uncle John's Band"", 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Stella Blue', 'Sugar Magnolia']",[],['U.S. Blues']
06/12/2016,"Great Stage Park, Manchester, TN, USA","[""Truckin'"", 'Smokestack Lightning', 'Bertha', 'Playing in the Band', 'Bird Song', 'Tennessee Jed', 'Shakedown Street', 'Passenger', 'Casey Jones']","['Help on the Way', 'Slipknot!', 'Scarlet Begonias', 'Fire on the Mountain', 'Terrapin Station', 'Drums', 'Space', 'The Other One', 'Wharf Rat', ""Franklin's Tower""]",[],['Touch of Grey']
06/10/2016,"PNC Music Pavilion, Charlotte, NC, USA","['The Music Never Stopped', 'Cold Rain and Snow', 'Friend of the Devil', 'They Love Each Other', 'Liberty', 'Cassidy', 'Promised Land']","['Eyes of the World', 'Deal', 'Estimated Prophet', 'Drums', 'Space', 'Feel Like a Stranger', 'Black Peter', 'Turn On Your Love Light']",[],[]
05/23/2016,"The Fillmore, San Francisco, CA, USA","['St. Stephen', 'Hell in a Bucket', 'Cold Rain and Snow', 'Loose Lucy', 'Queen Jane Approximately', 'Brown-Eyed Women']","['Big Railroad Blues', 'Sugaree', 'Estimated Prophet', 'Dark Star', 'The Other One', 'Days Between', 'China Cat Sunflower', 'I Know You Rider']",[],['Brokedown Palace']
05/10/2016,"Jimmy Kimmel Live, Los Angeles, CA, USA","['Scarlet Begonias', 'Fire on the Mountain', 'Althea', 'Not Fade Away']",[],[],[]
02/18/2016,"Universal Studios Hollywood, Universal City, CA, USA",['Brown-Eyed Women'],[],[],[]
12/31/2015,"The Forum, Inglewood, CA, USA","['Feel Like a Stranger', 'They Love Each Other', 'Ramble On Rose', 'Loose Lucy', 'Sugaree', 'Hell in a Bucket']","['Dark Star', ""Uncle John's Band"", 'Terrapin Station', 'Drums', 'Space', 'Dear Prudence']","['In the Midnight Hour', 'Sugar Magnolia', 'Scarlet Begonias', 'Touch of Grey', 'Fire on the Mountain', 'St. Stephen', 'Sunshine Daydream']",['Brokedown Palace']
12/30/2015,"The Forum, Inglewood, CA, USA","['Minglewood Blues', 'Here Comes Sunshine', 'West L.A. Fadeaway', 'Althea', 'Loser', 'Bertha', 'Bird Song']","['Playing in the Band', 'Viola Lee Blues', 'Shakedown Street', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'The Other One', 'Wharf Rat', 'Turn On Your Love Light']",[],['Friend of the Devil']
12/28/2015,"Bill Graham Civic Auditorium, San Francisco, CA, USA","['The Music Never Stopped', 'Shakey Ground', 'Mississippi Half-Step Uptown Toodeloo', 'Candyman', 'Me and My Uncle', 'Tennessee Jed', 'Jack Straw', 'New Speedway Boogie']","['Lost Sailor', 'Saint of Circumstance', 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'Looks Like Rain', 'The Wheel', 'Not Fade Away']",[],['Brokedown Palace']
12/27/2015,"Bill Graham Civic Auditorium, San Francisco, CA, USA","[""Truckin'"", 'Cold Rain and Snow', 'Brown-Eyed Women', 'Black-Throated Wind', 'Standing on the Moon', 'Cassidy', 'U.S. Blues']","['Samson and Delilah', 'Deal', ""He's Gone"", 'Estimated Prophet', 'Eyes of the World', 'Drums', 'Space', 'Black Peter', 'Going Down the Road Feeling Bad']",[],"['Ripple', 'Casey Jones']"
11/28/2015,"MGM Grand Garden Arena, Las Vegas, NV, USA","['Cassidy', 'Loose Lucy', 'West L.A. Fadeaway', 'Ramble On Rose', 'Tennessee Jed', 'Sugaree', 'Deal', 'One More Saturday Night']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Cryptical Envelopment', 'The Other One', 'Morning Dew', 'Turn On Your Love Light']",[],['Brokedown Palace']
11/27/2015,"MGM Grand Garden Arena, Las Vegas, NV, USA","['Shakedown Street', ""Uncle John's Band"", 'Althea', 'Jack Straw', 'Row Jimmy', 'Black-Throated Wind', 'Casey Jones']","['Dark Star', 'Playing in the Band', 'Let It Grow', 'St. Stephen', 'Drums', 'Space', 'Wharf Rat', 'Sugar Magnolia']",[],['Ripple']
11/25/2015,"1st Bank Center, Broomfield, CO, USA","['Hell in a Bucket', 'Brown-Eyed Women', 'Feel Like a Stranger', 'Peggy-O', 'The Little Red Rooster', 'Bird Song', 'The Music Never Stopped']","[""Truckin'"", ""He's Gone"", 'Eyes of the World', 'Terrapin Station', 'Drums', 'Space', 'Stella Blue', 'China Cat Sunflower', 'I Know You Rider']",[],['Not Fade Away']
11/24/2015,"1st Bank Center, Broomfield, CO, USA","['Cold Rain and Snow', 'New Speedway Boogie', 'Smokestack Lightning', 'Me and My Uncle', 'Candyman', 'Bertha', 'Lost Sailor', 'Saint of Circumstance']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Estimated Prophet', 'Dark Star', 'Drums', 'Space', 'Black Peter', ""Good Lovin'""]",[],['Touch of Grey']
11/21/2015,"Target Center, Minneapolis, MN, USA","['Jack Straw', 'Big Boss Man', 'Mexicali Blues', 'Row Jimmy', 'Ramble On Rose', 'Hell in a Bucket', 'Casey Jones']","['Cumberland Blues', 'Cryptical Envelopment', ""Uncle John's Band"", 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'Dear Prudence', 'Going Down the Road Feeling Bad', 'One More Saturday Night']",[],['Friend of the Devil']
11/20/2015,"Scottrade Center, St. Louis, MO, USA","['Shakedown Street', 'Brown-Eyed Women', 'Minglewood Blues', 'They Love Each Other', 'Black-Throated Wind', 'Sugaree', 'The Music Never Stopped']","['Iko Iko', 'Eyes of the World', 'Let It Grow', 'Terrapin Station', 'Drums', 'Space', 'The Wheel', 'Looks Like Rain', 'Sugar Magnolia']",[],['Ripple']
11/18/2015,"Bridgestone Arena, Nashville, TN, USA","[""Truckin'"", 'Loose Lucy', 'Althea', 'El Paso', 'West L.A. Fadeaway', 'Tennessee Jed', 'Deal']","['Playing in the Band', 'New Speedway Boogie', 'Estimated Prophet', 'Viola Lee Blues', 'Drums', 'Space', 'Stella Blue', 'China Cat Sunflower', 'I Know You Rider']",[],['Johnny B. Goode']
11/17/2015,"Philips Arena, Atlanta, GA, USA","['Feel Like a Stranger', 'Cold Rain and Snow', 'Promised Land', 'Loser', 'Bertha', 'Cassidy', ""Don't Ease Me In""]","['St. Stephen', ""Uncle John's Band"", 'Help on the Way', 'Slipknot!', ""Franklin's Tower"", 'Drums', 'Space', 'I Need a Miracle', 'Morning Dew', 'Not Fade Away']",[],['Brokedown Palace']
11/14/2015,"Greensboro Coliseum, Greensboro, NC, USA","['Hell in a Bucket', 'Crazy Fingers', ""He's Gone"", 'Me and My Uncle', 'Ship of Fools', 'Lost Sailor', 'Saint of Circumstance']","['Jack Straw', 'Shakedown Street', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Other One', 'Wharf Rat', 'One More Saturday Night']",[],['Friend of the Devil']
11/13/2015,"Nationwide Arena, Columbus, OH, USA","['Mississippi Half-Step Uptown Toodeloo', 'Brown-Eyed Women', 'Tennessee Jed', 'The Little Red Rooster', 'Bird Song', 'Standing on the Moon', 'Cumberland Blues']","['Playing in the Band', 'China Cat Sunflower', 'I Know You Rider', 'Eyes of the World', 'Drums', 'Space', 'The Wheel', 'Black Peter', ""Good Lovin'""]",[],['Touch of Grey']
11/11/2015,"First Niagara Center, Buffalo, NY, USA","['Promised Land', 'Minglewood Blues', 'Bertha', 'Here Comes Sunshine', 'El Paso', 'Althea', 'U.S. Blues']","['Viola Lee Blues', 'Wang Dang Doodle', 'New Speedway Boogie', ""Truckin'"", 'Dark Star', 'Drums', 'Space', 'China Doll', 'Sugar Magnolia']",[],['Casey Jones']
11/10/2015,"DCU Center, Worcester, MA, USA","['Cassidy', 'Row Jimmy', 'Ramble On Rose', 'Big River', 'Peggy-O', 'Sugaree', 'The Music Never Stopped']","['Deal', ""Uncle John's Band"", 'Estimated Prophet', 'Terrapin Station', 'Drums', 'Space', 'Dear Prudence', 'Get Out of My Life, Woman', 'Going Down the Road Feeling Bad']",[],['Ripple']
11/07/2015,"Madison Square Garden, New York, NY, USA","['Shakedown Street', 'I Need a Miracle', 'Cold Rain and Snow', 'Tennessee Jed', 'They Love Each Other', 'Jack Straw']","['Help on the Way', 'Slipknot!', ""Franklin's Tower"", ""He's Gone"", 'St. Stephen', 'Drums', 'Space', 'The Other One', 'Stella Blue', 'Not Fade Away']",[],['Brokedown Palace']
11/06/2015,"Verizon Center, Washington, DC, USA","[""Truckin'"", 'Big Boss Man', 'Brown-Eyed Women', 'West L.A. Fadeaway', 'Loser', 'Lost Sailor', 'Saint of Circumstance']","['Bertha', 'Eyes of the World', 'Scarlet Begonias', 'Fire on the Mountain', 'Drums', 'Space', 'The Wheel', 'Looks Like Rain', 'In the Midnight Hour']",[],['Touch of Grey']
11/05/2015,"Wells Fargo Center, Philadelphia, PA, USA","['Here Comes Sunshine', 'Loose Lucy', 'Candyman', 'Mississippi Half-Step Uptown Toodeloo', 'Bird Song', 'Cumberland Blues', 'Casey Jones']","['Iko Iko', 'Feel Like a Stranger', 'China Cat Sunflower', 'I Know You Rider', 'Drums', 'Space', 'Playing in the Band', 'Standing on the Moon', 'Sugar Magnolia']",[],['U.S. Blues']
11/01/2015,"Madison Square Garden, New York, NY, USA","['Samson and Delilah', 'Minglewood Blues', 'Bertha', 'Sugaree', 'Friend of the Devil', 'Crazy Fingers', ""Uncle John's Band""]","['Scarlet Begonias', 'Fire on the Mountain', 'Shakedown Street', 'Dark Star', 'Drums', 'Space', 'Wharf Rat', 'Playing in the Band', 'Going Down the Road Feeling Bad']",[],['Ripple']
10/31/2015,"Madison Square Garden, New York, NY, USA","['Jack Straw', 'New Speedway Boogie', 'Brown-Eyed Women', 'Ramble On Rose', 'Althea', 'Cassidy', 'Deal']","[""Truckin'"", 'Wang Dang Doodle', 'Estimated Prophet', 'Eyes of the World', 'Terrapin Station', 'Drums', 'Space', 'China Cat Sunflower', 'I Know You Rider', 'Morning Dew', 'One More Saturday Night']",[],['Werewolves of London']
